"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2024-5-23","204.34","204.20","205.65","203.13","17.65M","-0.27%"
"2024-5-22","204.89","202.50","207.00","201.60","25.24M","1.65%"
"2024-5-21","201.56","203.67","204.58","200.56","12.30M","-0.93%"
"2024-5-20","203.45","207.20","207.88","203.01","19.92M","0.22%"
"2024-5-17","203.00","199.70","203.00","198.58","18.50M","1.67%"
"2024-5-16","199.67","198.80","201.64","196.98","15.38M","0.90%"
"2024-5-15","197.89","199.01","203.33","197.50","13.07M","-0.56%"
"2024-5-14","199.01","200.60","201.20","198.12","10.69M","-0.17%"
"2024-5-13","199.35","196.30","201.77","195.51","22.20M","-2.04%"
"2024-5-10","203.50","209.40","209.40","203.00","22.80M","-2.82%"
"2024-5-9","209.40","206.27","210.51","206.20","21.92M","3.04%"
"2024-5-8","203.23","207.00","207.80","203.11","12.43M","-1.76%"
"2024-5-7","206.88","206.18","207.88","205.15","13.18M","-0.05%"
"2024-5-6","206.98","211.00","211.70","206.03","27.10M","2.16%"
"2024-4-30","202.60","205.76","205.76","202.00","21.43M","-3.35%"
"2024-4-29","209.63","200.57","213.50","200.00","43.86M","5.62%"
"2024-4-26","198.48","192.01","198.88","192.01","22.49M","2.73%"
"2024-4-25","193.20","188.57","194.35","187.89","16.42M","1.90%"
"2024-4-24","189.60","192.00","192.40","186.40","15.15M","-0.17%"
"2024-4-23","189.93","191.13","192.50","187.88","11.11M","-0.35%"
"2024-4-22","190.60","192.80","194.89","190.57","15.10M","-0.10%"
"2024-4-19","190.80","193.06","194.46","189.51","18.49M","-2.43%"
"2024-4-18","195.56","193.97","197.45","191.39","19.54M","-0.22%"
"2024-4-17","195.99","195.35","196.93","193.02","21.62M","-0.59%"
"2024-4-16","197.15","199.00","199.30","194.92","27.62M","0.01%"
"2024-4-15","197.14","193.85","197.14","191.86","30.55M","4.64%"
"2024-4-12","188.39","191.00","191.98","188.01","16.63M","-2.19%"
"2024-4-11","192.60","190.81","194.30","187.00","19.30M","-0.07%"
"2024-4-10","192.74","194.11","195.00","191.53","17.96M","-1.66%"
"2024-4-9","196.00","194.00","196.50","193.71","14.57M","0.72%"
"2024-4-8","194.60","197.65","199.90","194.60","18.96M","-1.54%"
"2024-4-3","197.65","198.94","198.95","194.60","23.49M","-1.03%"
"2024-4-2","199.70","198.10","201.57","196.50","24.04M","0.94%"
"2024-4-1","197.84","194.00","199.83","193.40","27.51M","4.04%"
"2024-3-29","190.16","190.30","195.00","189.38","16.46M","0.73%"
"2024-3-28","188.78","188.07","191.70","186.60","20.04M","0.41%"
"2024-3-27","188.00","191.74","191.75","188.00","20.65M","-1.98%"
"2024-3-26","191.80","185.70","193.13","185.69","30.25M","3.79%"
"2024-3-25","184.80","185.57","188.20","184.48","16.41M","-0.92%"
"2024-3-22","186.51","189.09","189.91","184.99","19.10M","-1.36%"
"2024-3-21","189.08","189.51","191.88","189.08","18.76M","-0.21%"
"2024-3-20","189.48","185.51","191.24","185.51","21.03M","1.19%"
"2024-3-19","187.25","190.49","192.30","186.60","26.96M","-1.94%"
"2024-3-18","190.96","190.04","193.76","188.95","48.31M","5.50%"
"2024-3-15","181.00","183.63","183.90","176.85","35.48M","-1.53%"
"2024-3-14","183.81","184.89","187.96","182.96","30.54M","-0.74%"
"2024-3-13","185.18","187.00","187.69","183.30","34.80M","-0.36%"
"2024-3-12","185.84","183.34","186.43","180.00","62.16M","2.76%"
"2024-3-11","180.85","165.00","181.65","164.10","76.34M","14.46%"
"2024-3-8","158.00","159.13","160.80","156.65","20.22M","-1.34%"
"2024-3-7","160.15","163.00","164.17","159.48","22.15M","-2.13%"
"2024-3-6","163.64","162.58","166.90","161.70","18.72M","-0.61%"
"2024-3-5","164.65","162.10","165.20","160.00","27.55M","0.46%"
"2024-3-4","163.90","165.00","167.86","162.77","26.81M","-0.40%"
"2024-3-1","164.55","163.53","165.56","162.40","28.10M","0.64%"
"2024-2-29","163.51","156.10","163.77","155.66","39.17M","4.14%"
"2024-2-28","157.01","158.18","163.30","157.01","40.09M","-0.52%"
"2024-2-27","157.83","155.08","157.85","154.54","29.04M","1.17%"
"2024-2-26","156.00","159.23","159.99","154.70","36.07M","-2.80%"
"2024-2-23","160.50","161.97","162.00","159.06","21.02M","0.09%"
"2024-2-22","160.35","161.33","161.33","158.88","20.96M","-0.53%"
"2024-2-21","161.20","157.38","163.30","156.34","25.78M","1.81%"
"2024-2-20","158.33","161.88","161.88","156.07","22.19M","-1.10%"
"2024-2-19","160.09","164.96","164.96","159.09","27.09M","-1.69%"
"2024-2-8","162.84","159.50","165.00","158.88","30.90M","2.03%"
"2024-2-7","159.60","158.00","159.79","156.00","36.61M","0.80%"
"2024-2-6","158.33","151.19","159.26","150.82","43.75M","4.21%"
"2024-2-5","151.94","142.61","154.50","142.30","47.13M","4.07%"
"2024-2-2","146.00","148.00","149.00","143.37","30.71M","-2.03%"
"2024-2-1","149.02","151.58","152.52","148.58","27.97M","-1.70%"
"2024-1-31","151.59","145.00","152.96","144.00","59.52M","7.70%"
"2024-1-30","140.75","145.50","147.44","140.40","32.73M","-4.26%"
"2024-1-29","147.02","149.44","150.78","147.02","21.77M","-1.99%"
"2024-1-26","150.00","152.50","154.48","150.00","27.18M","-3.23%"
"2024-1-25","155.00","152.00","155.10","149.71","29.48M","0.99%"
"2024-1-24","153.48","154.50","154.99","149.51","24.87M","-0.28%"
"2024-1-23","153.91","155.00","158.80","153.19","32.31M","-1.12%"
"2024-1-22","155.66","153.50","159.95","150.65","40.49M","0.49%"
"2024-1-19","154.90","153.80","157.89","153.40","26.59M","0.19%"
"2024-1-18","154.61","150.10","155.20","150.01","30.78M","1.56%"
"2024-1-17","152.24","156.86","156.86","151.75","21.76M","-3.00%"
"2024-1-16","156.95","151.66","157.25","150.56","28.47M","3.46%"
"2024-1-15","151.70","153.50","153.70","149.35","17.27M","-1.89%"
"2024-1-12","154.63","154.00","157.33","152.20","25.46M","-0.12%"
"2024-1-11","154.82","150.66","157.77","148.51","32.80M","2.76%"
"2024-1-10","150.66","146.94","153.11","146.55","23.21M","1.32%"
"2024-1-9","148.70","149.96","151.37","145.75","23.39M","-0.87%"
"2024-1-8","150.00","150.20","153.39","149.08","19.39M","-0.60%"
"2024-1-5","150.90","150.99","154.73","149.49","21.04M","-0.20%"
"2024-1-4","151.20","155.50","155.72","149.77","27.24M","-2.95%"
"2024-1-3","155.80","156.10","157.28","154.40","19.76M","-0.66%"
"2024-1-2","156.83","162.22","162.53","156.62","21.40M","-3.94%"
"2023-12-29","163.26","163.98","165.00","162.00","22.68M","0.17%"
"2023-12-28","162.99","154.22","163.16","153.57","37.85M","5.61%"
"2023-12-27","154.33","157.53","158.00","153.87","17.36M","-1.15%"
"2023-12-26","156.13","156.97","157.50","154.74","12.77M","-0.90%"
"2023-12-25","157.54","155.50","157.88","154.80","13.01M","0.80%"
"2023-12-22","156.29","153.50","158.41","152.20","28.03M","1.23%"
"2023-12-21","154.39","147.57","155.33","147.57","42.13M","4.00%"
"2023-12-20","148.45","149.20","151.20","148.32","21.25M","-0.37%"
"2023-12-19","149.00","146.31","149.98","146.27","25.19M","1.38%"
"2023-12-18","146.97","153.11","153.69","146.28","42.91M","-5.18%"
"2023-12-15","155.00","157.20","158.68","154.60","20.20M","-1.04%"
"2023-12-14","156.63","160.88","161.49","156.44","22.75M","-1.71%"
"2023-12-13","159.35","162.55","163.59","158.71","25.26M","-2.62%"
"2023-12-12","163.63","164.00","165.22","162.98","14.73M","-1.04%"
"2023-12-11","165.35","162.01","165.69","160.16","21.49M","1.08%"
"2023-12-8","163.59","165.00","166.33","163.12","24.50M","-0.55%"
"2023-12-7","164.49","162.00","166.36","161.60","26.91M","0.99%"
"2023-12-6","162.88","158.65","166.86","158.22","36.77M","2.56%"
"2023-12-5","158.81","160.15","162.37","158.65","24.81M","-1.76%"
"2023-12-4","161.65","163.50","164.44","161.24","23.93M","-2.33%"
"2023-12-1","165.50","167.29","167.70","164.43","16.96M","-0.90%"
"2023-11-30","167.00","165.22","168.66","164.49","23.03M","0.09%"
"2023-11-29","166.85","171.00","171.38","166.37","25.19M","-2.95%"
"2023-11-28","171.92","170.03","171.97","168.87","20.21M","0.71%"
"2023-11-27","170.70","174.29","174.50","170.60","18.42M","-2.46%"
"2023-11-24","175.00","177.03","178.20","174.50","16.62M","-1.52%"
"2023-11-23","177.70","176.01","177.70","174.89","15.72M","0.40%"
"2023-11-22","177.00","179.55","181.30","177.00","18.69M","-2.00%"
"2023-11-21","180.61","182.00","184.00","180.01","19.77M","0.17%"
"2023-11-20","180.30","180.74","181.80","179.01","12.41M","-0.24%"
"2023-11-17","180.73","179.85","181.25","179.49","11.08M","-0.23%"
"2023-11-16","181.15","185.48","185.49","180.10","17.47M","-1.81%"
"2023-11-15","184.48","186.89","188.59","183.58","23.81M","0.44%"
"2023-11-14","183.68","187.85","188.80","183.00","23.49M","-2.22%"
"2023-11-13","187.85","192.00","192.20","187.02","12.52M","-0.62%"
"2023-11-10","189.03","189.00","189.97","188.05","11.61M","-1.26%"
"2023-11-9","191.45","190.63","192.58","190.53","11.00M","-0.20%"
"2023-11-8","191.84","190.18","192.94","190.00","14.65M","0.31%"
"2023-11-7","191.24","195.99","196.11","190.12","26.08M","-2.96%"
"2023-11-6","197.08","188.57","197.10","188.45","34.97M","5.14%"
"2023-11-3","187.44","186.00","188.68","184.60","14.37M","1.01%"
"2023-11-2","185.57","188.50","189.88","185.57","13.76M","-1.05%"
"2023-11-1","187.54","185.79","190.30","184.50","19.73M","1.05%"
"2023-10-31","185.60","186.68","187.22","184.60","18.15M","-1.29%"
"2023-10-30","188.02","187.00","189.88","184.80","32.26M","1.79%"
"2023-10-27","184.72","177.85","185.88","176.02","47.80M","3.73%"
"2023-10-26","178.07","174.00","178.30","168.81","41.42M","1.19%"
"2023-10-25","175.98","178.20","179.50","175.68","21.53M","-0.25%"
"2023-10-24","176.42","178.00","179.20","175.30","24.38M","-0.47%"
"2023-10-23","177.26","180.30","180.30","175.80","20.22M","-2.07%"
"2023-10-20","181.00","179.00","187.69","179.00","30.03M","-0.93%"
"2023-10-19","182.70","184.41","185.68","182.28","17.45M","-1.93%"
"2023-10-18","186.30","185.10","188.25","183.60","17.65M","0.46%"
"2023-10-17","185.44","185.51","189.30","184.57","21.56M","0.37%"
"2023-10-16","184.76","190.34","190.53","183.91","24.68M","-3.06%"
"2023-10-13","190.60","193.85","194.83","189.60","28.42M","-2.73%"
"2023-10-12","195.94","195.01","197.80","194.00","24.21M","0.60%"
"2023-10-11","194.77","197.87","198.60","194.10","20.25M","0.03%"
"2023-10-10","194.72","197.88","198.00","194.72","19.87M","-0.40%"
"2023-10-9","195.50","201.00","201.28","193.00","33.74M","-3.71%"
"2023-9-28","203.03","204.00","206.50","202.58","15.81M","-0.31%"
"2023-9-27","203.66","206.30","208.49","202.45","21.85M","-0.41%"
"2023-9-26","204.50","206.67","207.35","203.50","20.25M","-2.28%"
"2023-9-25","209.28","213.02","213.62","208.71","13.61M","-0.78%"
"2023-9-22","210.93","205.50","211.45","205.50","22.51M","2.03%"
"2023-9-21","206.73","210.01","210.95","206.67","16.21M","-1.51%"
"2023-9-20","209.90","213.00","213.33","208.68","13.09M","-1.14%"
"2023-9-19","212.32","213.06","213.48","210.60","15.02M","-0.35%"
"2023-9-18","213.06","206.00","214.69","206.00","26.59M","2.55%"
"2023-9-15","207.76","212.00","214.00","206.60","33.68M","-3.34%"
"2023-9-14","214.93","213.68","216.30","213.03","18.29M","-0.77%"
"2023-9-13","216.60","217.00","219.15","215.03","15.14M","-0.61%"
"2023-9-12","217.93","222.00","222.41","217.54","18.23M","-1.63%"
"2023-9-11","221.53","222.90","223.55","219.68","17.06M","-0.63%"
"2023-9-8","222.94","225.00","227.20","220.50","16.50M","-1.58%"
"2023-9-7","226.51","233.00","233.75","226.51","19.27M","-3.37%"
"2023-9-6","234.42","236.05","237.17","232.80","12.47M","-1.01%"
"2023-9-5","236.82","237.00","239.50","236.16","11.58M","-0.35%"
"2023-9-4","237.65","238.21","238.76","233.40","14.05M","0.53%"
"2023-9-1","236.40","236.60","239.51","234.60","9.10M","-0.06%"
"2023-8-31","236.55","237.10","238.50","236.13","9.67M","-0.40%"
"2023-8-30","237.50","239.40","242.00","237.50","14.59M","-0.42%"
"2023-8-29","238.50","231.20","243.00","230.92","29.18M","3.47%"
"2023-8-28","230.50","241.50","243.96","229.50","22.31M","0.95%"
"2023-8-25","228.34","227.93","229.97","225.81","11.19M","-0.27%"
"2023-8-24","228.95","228.88","231.54","226.50","14.16M","0.64%"
"2023-8-23","227.50","230.70","231.90","227.00","11.87M","-1.41%"
"2023-8-22","230.75","234.80","235.18","227.51","15.19M","-0.95%"
"2023-8-21","232.96","233.99","235.87","232.20","10.78M","-1.23%"
"2023-8-18","235.87","235.29","239.12","234.42","16.77M","0.26%"
"2023-8-17","235.25","234.99","236.50","228.88","20.44M","1.14%"
"2023-8-16","232.60","231.52","234.38","230.11","14.01M","0.56%"
"2023-8-15","231.30","232.88","234.60","229.40","14.61M","-0.69%"
"2023-8-14","232.90","239.20","239.98","230.21","25.69M","-3.56%"
"2023-8-11","241.50","248.95","248.95","241.50","17.20M","-2.03%"
"2023-8-10","246.50","247.90","251.33","244.12","14.04M","-0.20%"
"2023-8-9","247.00","245.50","247.68","243.14","11.68M","-0.06%"
"2023-8-8","247.14","245.98","249.33","244.88","15.07M","0.26%"
"2023-8-7","246.49","244.50","246.94","243.31","14.93M","0.40%"
"2023-8-4","245.51","245.00","249.96","241.11","31.57M","2.66%"
"2023-8-3","239.14","236.00","239.97","235.53","16.18M","1.12%"
"2023-8-2","236.50","237.00","239.49","235.50","14.15M","0.42%"
"2023-8-1","235.50","237.40","239.10","234.50","15.62M","-0.95%"
"2023-7-31","237.75","234.00","239.50","233.10","29.90M","3.35%"
"2023-7-28","230.05","226.98","231.00","225.05","18.80M","1.35%"
"2023-7-27","226.98","231.00","232.88","226.88","20.86M","0.14%"
"2023-7-26","226.66","225.12","227.00","223.66","15.46M","0.14%"
"2023-7-25","226.35","224.90","227.64","221.02","19.29M","3.37%"
"2023-7-24","218.98","217.15","220.88","214.14","13.72M","-1.18%"
"2023-7-21","221.59","220.85","222.98","219.76","8.39M","0.24%"
"2023-7-20","221.05","219.00","226.69","219.00","14.44M","0.71%"
"2023-7-19","219.50","224.00","224.95","218.58","17.60M","-2.66%"
"2023-7-18","225.50","227.80","227.88","224.50","8.58M","-0.07%"
"2023-7-17","225.65","227.01","228.00","223.60","10.45M","-1.15%"
"2023-7-14","228.28","230.15","230.93","226.55","13.00M","-0.75%"
"2023-7-13","230.00","228.21","235.00","228.21","22.26M","1.33%"
"2023-7-12","226.99","228.50","229.40","226.50","8.69M","-0.92%"
"2023-7-11","229.09","229.65","229.99","226.58","9.16M","0.13%"
"2023-7-10","228.80","223.00","230.00","223.00","16.09M","2.95%"
"2023-7-7","222.25","224.80","224.85","221.60","9.81M","-1.16%"
"2023-7-6","224.85","227.00","228.48","223.97","10.28M","-1.17%"
"2023-7-5","227.51","229.26","230.41","225.50","8.64M","-0.76%"
"2023-7-4","229.25","228.50","230.05","227.68","10.16M","-0.27%"
"2023-7-3","229.88","231.95","233.95","228.55","15.55M","0.48%"
"2023-6-30","228.79","223.99","229.99","220.35","21.55M","2.83%"
"2023-6-29","222.50","223.51","226.91","222.50","9.93M","-0.89%"
"2023-6-28","224.50","222.22","226.50","222.00","13.56M","0.46%"
"2023-6-27","223.47","223.98","226.30","221.18","13.42M","-0.75%"
"2023-6-26","225.17","219.91","226.95","219.68","15.91M","0.12%"
"2023-6-21","224.91","228.81","230.50","224.90","17.12M","-1.36%"
"2023-6-20","228.00","227.87","231.31","225.77","17.96M","0.05%"
"2023-6-19","227.88","232.99","232.99","226.00","18.71M","-1.39%"
"2023-6-16","231.10","232.00","234.17","228.30","29.64M","0.10%"
"2023-6-15","230.88","214.99","230.88","214.89","50.50M","8.19%"
"2023-6-14","213.40","217.15","217.63","213.00","16.36M","0.14%"
"2023-6-13","213.10","211.01","213.93","210.68","13.24M","0.54%"
"2023-6-12","211.95","211.95","214.00","208.90","18.13M","-0.04%"
"2023-6-9","212.04","208.55","213.13","208.55","24.26M","1.94%"
"2023-6-8","208.01","212.75","213.30","207.00","23.86M","0.34%"
"2023-6-7","207.30","216.38","216.50","204.45","50.09M","-5.46%"
"2023-6-6","219.28","218.01","222.30","216.98","17.24M","-0.24%"
"2023-6-5","219.80","225.90","225.90","216.39","33.60M","-3.78%"
"2023-6-2","228.44","224.90","229.99","224.00","23.18M","2.49%"
"2023-6-1","222.90","222.64","228.00","221.51","15.94M","0.78%"
"2023-5-31","221.17","225.05","226.89","220.16","18.87M","-1.70%"
"2023-5-30","224.99","217.00","224.99","216.01","26.47M","3.65%"
"2023-5-29","217.06","222.20","222.22","215.60","16.54M","-1.34%"
"2023-5-26","220.00","224.20","224.50","217.50","18.21M","-1.83%"
"2023-5-25","224.09","224.85","227.68","222.49","13.75M","-0.51%"
"2023-5-24","225.25","224.80","228.51","223.72","14.79M","-0.08%"
"2023-5-23","225.42","230.88","231.71","225.15","19.61M","-2.12%"
"2023-5-22","230.30","229.00","232.50","227.00","14.68M","0.13%"
"2023-5-19","230.00","231.75","234.18","230.00","19.47M","-1.03%"
"2023-5-18","232.40","241.30","241.37","231.04","24.12M","-3.17%"
"2023-5-17","240.00","239.00","241.68","236.06","18.25M","0.42%"
"2023-5-16","239.00","238.40","240.97","236.77","13.97M","0.30%"
"2023-5-15","238.29","241.01","244.00","235.10","26.71M","0.13%"
"2023-5-12","237.98","241.99","244.56","237.98","22.31M","-1.01%"
"2023-5-11","240.40","232.55","242.98","231.20","34.75M","3.39%"
"2023-5-10","232.52","225.80","234.25","221.21","28.96M","2.96%"
"2023-5-9","225.83","230.38","230.38","224.05","19.65M","-2.16%"
"2023-5-8","230.81","230.00","233.79","226.06","22.75M","1.68%"
"2023-5-5","227.00","225.00","230.00","223.72","16.74M","0.66%"
"2023-5-4","225.52","231.00","232.50","224.55","19.41M","-2.31%"
"2023-4-28","230.85","234.00","237.33","226.89","27.10M","-0.06%"
"2023-4-27","231.00","224.00","232.48","222.31","33.97M","2.90%"
"2023-4-26","224.50","213.00","227.95","210.01","39.71M","4.72%"
"2023-4-25","214.39","221.11","221.11","211.11","30.42M","-2.77%"
"2023-4-24","220.49","225.06","225.56","218.27","31.28M","-2.00%"
"2023-4-21","224.99","224.72","230.51","221.67","45.50M","2.27%"
"2023-4-20","220.00","227.94","227.94","220.00","28.52M","-3.50%"
"2023-4-19","227.98","230.28","230.47","225.56","20.92M","0.33%"
"2023-4-18","227.22","226.61","232.22","226.27","25.31M","0.27%"
"2023-4-17","226.60","220.18","227.78","219.89","31.79M","2.67%"
"2023-4-14","220.72","215.50","223.54","215.28","28.66M","2.33%"
"2023-4-13","215.70","216.67","217.42","213.89","18.08M","-0.96%"
"2023-4-12","217.78","222.22","222.22","217.78","15.73M","-1.99%"
"2023-4-11","222.19","222.23","227.71","221.11","25.86M","-0.51%"
"2023-4-10","223.34","218.83","223.39","215.56","31.03M","2.94%"
"2023-4-7","216.95","214.53","218.89","213.53","18.10M","0.64%"
"2023-4-6","215.57","213.33","216.42","211.19","19.05M","0.01%"
"2023-4-4","215.56","222.22","222.22","212.12","36.16M","-2.69%"
"2023-4-3","221.51","225.62","226.00","220.00","30.17M","-1.81%"
"2023-3-31","225.58","224.72","230.54","224.72","35.29M","1.48%"
"2023-3-30","222.28","222.77","223.33","220.75","15.63M","-0.02%"
"2023-3-29","222.32","219.56","224.60","218.35","24.76M","1.93%"
"2023-3-28","218.11","218.89","220.10","216.78","13.66M","-0.98%"
"2023-3-27","220.28","217.28","221.44","213.57","29.01M","0.74%"
"2023-3-24","218.66","221.33","223.48","216.67","21.18M","-1.20%"
"2023-3-23","221.32","221.11","223.29","219.13","18.05M","-0.21%"
"2023-3-22","221.78","221.52","227.03","220.57","31.84M","1.38%"
"2023-3-21","218.77","212.33","218.99","210.39","31.13M","3.64%"
"2023-3-20","211.08","208.08","213.67","204.44","28.51M","1.06%"
"2023-3-17","208.88","216.11","216.66","208.61","36.26M","-2.37%"
"2023-3-16","213.95","213.33","216.62","213.06","18.20M","-0.74%"
"2023-3-15","215.56","218.33","219.86","213.12","23.34M","0.20%"
"2023-3-14","215.13","217.16","217.22","210.00","33.27M","-1.22%"
"2023-3-13","217.78","223.91","225.92","216.67","33.90M","-3.40%"
"2023-3-10","225.44","223.16","227.74","219.94","34.46M","2.21%"
"2023-3-9","220.56","220.11","222.93","215.69","14.65M","-0.18%"
"2023-3-8","220.96","222.23","223.85","219.51","14.63M","-1.11%"
"2023-3-7","223.44","224.44","227.22","223.24","17.85M","-1.52%"
"2023-3-6","226.90","223.43","227.15","217.78","29.93M","1.52%"
"2023-3-3","223.51","223.50","225.39","222.22","14.77M","0.38%"
"2023-3-2","222.67","227.50","228.33","220.11","29.06M","-2.67%"
"2023-3-1","228.77","223.94","230.10","223.91","22.68M","1.95%"
"2023-2-28","224.39","224.44","226.83","223.06","16.78M","0.70%"
"2023-2-27","222.83","223.74","225.27","222.28","16.60M","-1.06%"
"2023-2-24","225.22","228.33","228.78","224.46","17.98M","-1.89%"
"2023-2-23","229.57","227.78","230.63","226.33","17.17M","0.92%"
"2023-2-22","227.48","227.22","230.06","225.93","22.26M","-1.33%"
"2023-2-21","230.56","231.93","234.72","228.89","23.73M","-1.30%"
"2023-2-20","233.59","231.11","234.38","225.74","30.29M","0.07%"
"2023-2-17","233.44","245.56","245.56","233.33","38.65M","-5.19%"
"2023-2-16","246.22","251.11","252.50","243.33","18.16M","-1.20%"
"2023-2-15","249.22","251.72","253.89","248.89","13.99M","-0.54%"
"2023-2-14","250.58","260.56","260.72","247.66","23.06M","-1.95%"
"2023-2-13","255.56","250.54","256.43","248.34","24.15M","3.15%"
"2023-2-10","247.75","251.67","253.16","247.23","15.12M","-1.55%"
"2023-2-9","251.66","248.45","253.33","245.28","14.46M","1.29%"
"2023-2-8","248.45","249.78","251.92","247.22","13.19M","-0.20%"
"2023-2-7","248.94","250.27","252.11","247.03","12.98M","-0.55%"
"2023-2-6","250.33","251.11","251.96","245.05","19.36M","-1.23%"
"2023-2-3","253.44","257.78","259.00","250.77","21.64M","-2.12%"
"2023-2-2","258.94","266.04","266.50","258.27","24.22M","-2.24%"
"2023-2-1","264.89","261.66","266.31","261.38","20.70M","2.49%"
"2023-1-31","258.44","261.04","265.28","256.91","25.12M","-1.16%"
